BioGro No;Licensee Name;Address;Input Name;Sub Type;Category;Expiry Date
5606;Interchem Agencies Ltd;"Gladstone Road
7
Auckland, Northcote 0627";Cal Mag 87;Livestock Feed / Supplement;Supplement;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Cal/Mag 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Calc carb 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Calc fluor 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Calc phos 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Calci-Life Base Mix;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Calci-Life Base Mix;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Calci-Life Base Mix;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";Calcimate;Livestock Feed / Supplement;Supplement;31.07.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";Calcimate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";Calcimate;Soil & Plant Nutrition;;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";Calcimate;Soil & Plant Nutrition;;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";Calcimate;Livestock Feed / Supplement;;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";Calcimate;Livestock Feed / Supplement;;31.07.2023
5622;Total Fert Ltd;"Finlayson Road
150
Kopuku, Maramarua 2471";Calcimate;Livestock Feed / Supplement;Supplement;31.07.2023
4928;Graymont (NZ) Ltd;"Limekiln Road
Dunback, Makareao 9483";Calcimate;Livestock Feed / Supplement;Supplement;31.07.2023
4928;Graymont (NZ) Ltd;"Limekiln Road
Dunback, Makareao 9483";Calcimate;Soil & Plant Nutrition;;31.07.2023
4928;Graymont (NZ) Ltd;"Limekiln Road
Dunback, Makareao 9483";Calcimate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4928;Graymont (NZ) Ltd;"Limekiln Road
Dunback, Makareao 9483";Calcimate;Livestock Feed / Supplement;Supplement;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Calcimate (SKU# 1001474);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4993;Livestock Supplies NZ Ltd;"Oreti Street
6
Gore 9710";Calcined Magnesite – dusting grade (not be applied to the soil);Livestock Feed / Supplement;Supplement;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Calcium Carbonicum D 6;Crop Management;Homeopathic Preparation;31.07.2023
5146;Functional Fertiliser Ltd;"Aratiatia Road
26
Taupo 3378";CalciZest;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Calendula 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Calendula C 30;Crop Management;Homeopathic Preparation;31.07.2023
5332;True Health Ltd;Waipukurau 4242;Calf Start;Livestock Treatment;Herbal remedies;31.07.2023
5743;Probiotic Revolution Ltd;"Norman Street
25B
New Plymouth, L. Vogeltown 4310";Calf Xtreme;Livestock Feed / Supplement;;31.07.2023
5743;Probiotic Revolution Ltd;"Norman Street
25B
New Plymouth, L. Vogeltown 4310";Calf Xtreme Plus;Livestock Feed / Supplement;;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Camphora C 30;Crop Management;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Campylobacter nosode 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Cantharis 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Cantharis C 30;Crop Management;Homeopathic Preparation;31.07.2023
4828;Orion Agriscience Ltd;"Oteha Valley Road Extension
18
Auckland, Albany 0632";Carafe;Crop Management;Fungicide;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Carbo veg 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Carbo Vegetabilis C 30;Crop Management;Homeopathic Preparation;31.07.2023
4969;Fernhill Limeworks Ltd;"Cooney Road
55
Winton 9782";Carbon New Vale;Soil & Plant Nutrition;Humate;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Carcinosinum C 30;Crop Management;Homeopathic Preparation;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Carrot Berlicum (Code - 3140);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Carrot Tendersweet (Code 3155);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Cauliflower Romanesco Early (Code - 3158);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Cauliflower Snowball (Code - 3160);Seeds and Planting Stock;;30.09.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Caulophyllum 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Caustic 50% (SKU# 1019392, 1019391);Facility Management;Cleaning;31.07.2023
4885;IXOM Operations Pty Ltd;"Totara Street
166
Mt Manganui 3116";Caustic Potash;Facility Management;Cleaning;31.07.2023
4885;IXOM Operations Pty Ltd;"Totara Street
166
Mt Manganui 3116";Caustic Soda;Facility Management;Cleaning;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Causticum 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5332;True Health Ltd;Waipukurau 4242;CEG Tincture;Livestock Treatment;Herbal remedies;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Celery Giant Pascal (Code – 3165);Seeds and Planting Stock;;30.09.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Chamomilla 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
4027;Nufarm NZ Ltd;"Great South Road
666
Auckland, Ellerslie 1054";Champ WG;Crop Management;Fungicide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Champ WG;Crop Management;Fungicide;31.07.2023
4027;Nufarm NZ Ltd;"Great South Road
666
Auckland, Ellerslie 1054";ChampION++;Crop Management;Fungicide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";ChampION++ (SKU# 1021287);Crop Management;Fungicide;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Chelidonium 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Chelidonium Alfalfa Minerals Combo;Livestock Treatment;Homeopathic Preparation;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Cherry Ground (Code - 3260);Seeds and Planting Stock;;30.09.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";Chicken Fertiliser;Soil & Plant Nutrition;Compost;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Chicken mite nosode 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Chickpea (Code - 4065 Component);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Chicory Palla Rossa Early (Code - 3175);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Chicory Sugarloaf (Code - 3180);Seeds and Planting Stock;;30.09.2023
6251;Post Harvest Solutions Limited;"Rangitane Rd
52
Hastings, Whakatu 4172";ChillSafe C25;Facility Management;;30.11.2023
6251;Post Harvest Solutions Limited;"Rangitane Rd
52
Hastings, Whakatu 4172";ChillSafe C50;Facility Management;;30.11.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";China C 200;Crop Management;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";China off 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
4885;IXOM Operations Pty Ltd;"Totara Street
166
Mt Manganui 3116";Chlorozolv;Facility Management;Cleaning;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Cholozolv (SKU# 1044124);Facility Management;;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Cimicifuga C 30;Crop Management;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Cina 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Cineraria 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";CIP450C (SKU# 1020010);Facility Management;Cleaning;31.07.2023
4885;IXOM Operations Pty Ltd;"Totara Street
166
Mt Manganui 3116";Citric Acid;Facility Management;Cleaning;31.07.2023
4885;IXOM Operations Pty Ltd;"Totara Street
166
Mt Manganui 3116";Citric Acid;Crop Management;Adjuvant;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Citric Acid;Facility Management;Cleaning;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Citric Acid;Facility Management;Cleaning;31.07.2023
4038;BioAg Ltd;"Dunlop Road
68
Napier, Onekawa 4110";Citric Acid;Facility Management;Cleaning;31.07.2023
4038;BioAg Ltd;"Dunlop Road
68
Napier, Onekawa 4110";Citric Acid;Crop Management;Adjuvant;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Citric Acid (SKU# 1011599, 1018693);Crop Management;Adjuvant;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Citric Acid (SKU# 1011599, 1018693);Facility Management;Cleaning;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Clarity;Crop Management;Pesticide;31.07.2023
4908;BASF New Zealand Ltd;"Cook St
77
Auckland, Regus Auckland Airport 1010";Clarity;Crop Management;Fungicide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Clarity (SKU# 1008442);Crop Management;Pesticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Cleanskin;Facility Management;Cleaning;31.07.2023
4885;IXOM Operations Pty Ltd;"Totara Street
166
Mt Manganui 3116";Cleanslip Pro;Facility Management;Cleaning;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Clenza;Crop Management;Adjuvant;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Clenza;Crop Management;Adjuvant;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Clenza;Crop Management;Adjuvant;31.07.2023
5099;Golden Bay Dolomite;"Mt Burnett Road
Nelson, Collingwood 7073";CLO2UT;Facility Management;Cleaning;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Clostridium 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Clover King (RPR);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Clover King (RPR);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Clover King (RPR);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Clover King Sechura RPR;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4841;Osflo Fertiliser Ltd;"Mountain Road
1319
Inglewood, Inglewood 4389";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5115;Mainland Minerals Southern Ltd;"Stratford Street
3
Gore 9710";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5622;Total Fert Ltd;"Finlayson Road
150
Kopuku, Maramarua 2471";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5029;Flynn Holdings Ltd;"Claverley Road
450
Parnassus 7384";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4969;Fernhill Limeworks Ltd;"Cooney Road
55
Winton 9782";Cobalt sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";Cobalt Sulphate;Soil & Plant Nutrition;;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";Cobalt Sulphate;Livestock Feed / Supplement;;31.07.2023
5113;Soil Health Ltd;"District Road
50
Invercargill, Kennington 9871";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5936;Zenith Ltd;"Bristol Street
270
Inglewood, Inglewood 4330";Cobalt Sulphate;Soil & Plant Nutrition;;31.07.2023
4993;Livestock Supplies NZ Ltd;"Oreti Street
6
Gore 9710";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";Cobalt Sulphate;Livestock Feed / Supplement;;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";Cobalt Sulphate;Soil & Plant Nutrition;;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Cobalt Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Cobaltum 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Coccidiosis 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
6300;Sustainable Agro Solutions SA;"Ctra. N-240 Km. 110
Lleida, Almacelles 25100";codamix;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Colchicum 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Colocynthis 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5153;Agraforum NZ Ltd;"Hinds Highway
445
Ashburton 7775";Comcat Fruit;Crop Management;;31.07.2023
5153;Agraforum NZ Ltd;"Hinds Highway
445
Ashburton 7775";Comcat Plus;Crop Management;;31.07.2023
5153;Agraforum NZ Ltd;"Hinds Highway
445
Ashburton 7775";Comcat Row;Crop Management;;31.07.2023
5153;Agraforum NZ Ltd;"Hinds Highway
445
Ashburton 7775";Comcat Seedling;Crop Management;;31.07.2023
5153;Agraforum NZ Ltd;"Hinds Highway
445
Ashburton 7775";Comcat Super;Crop Management;;31.07.2023
5153;Agraforum NZ Ltd;"Hinds Highway
445
Ashburton 7775";Comcat Veg;Crop Management;;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Comocladia 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";Compost;Soil & Plant Nutrition;Compost;31.07.2023
4575;Composting New Zealand Ltd;"Otaihanga Road
160
Paraparaumu 6015";Compost;Soil & Plant Nutrition;Compost;31.07.2023
5068;Weathersfield Certified Organics;"Bridge Valley Road
175
Nelson, Henderson Valley 7095";Compost;Soil & Plant Nutrition;Compost;31.12.2023
4776;BioRich Ltd;"Kereru Road
Hastings, Maraekakaho 4171";Compost;Soil & Plant Nutrition;Compost;31.07.2023
3589;Daltons Ltd;"Hinuera Road West
266
Matamata 3440";Compost;Soil & Plant Nutrition;Compost;31.07.2023
4776;BioRich Ltd;"Kereru Road
Hastings, Maraekakaho 4171";Compost;Soil & Plant Nutrition;Compost;31.07.2023
416;Biofeed Ltd;"Lady Barkly Rd
6
Winton 9782";Compost Tea / BioFeed Organic Plant Food;Soil & Plant Nutrition;;31.07.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";Composted Chicken Manure;Soil & Plant Nutrition;Compost;31.07.2023
5136;Remediation NZ Ltd TA Revital Fertilisers;"Waitara Road
96
New Plymouth 4382";Composted Chicken Manure;Soil & Plant Nutrition;Compost;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Composted Chicken Manure;Soil & Plant Nutrition;Compost;31.07.2023
4385;Rogers Distribution TA Mrs Rogers Herbs & Spices;"Honan Place
46
Auckland, Avondale 1026";Compressed Rock Salt;Livestock Feed / Supplement;Supplement;31.07.2023
4885;IXOM Operations Pty Ltd;"Totara Street
166
Mt Manganui 3116";Concept C20;Facility Management;Cleaning;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Conium 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
2594;De Sangosse New Zealand Ltd;"Third Avenue
144
Tauranga 3110";Connectis;Soil & Plant Nutrition;Microorganisms;31.07.2023
5279;Biological Solutions Ltd;"Cargill Place
4
Nelson, Richmond 7020";Contego AZO;Soil & Plant Nutrition;Microorganisms;31.07.2023
5279;Biological Solutions Ltd;"Cargill Place
4
Nelson, Richmond 7020";Contego B Sub;Crop Management;Pesticide;31.07.2023
5279;Biological Solutions Ltd;"Cargill Place
4
Nelson, Richmond 7020";Contego BB;Crop Management;Pesticide;31.07.2023
5279;Biological Solutions Ltd;"Cargill Place
4
Nelson, Richmond 7020";Contego BD;Soil & Plant Nutrition;Microorganisms;31.07.2023
5279;Biological Solutions Ltd;"Cargill Place
4
Nelson, Richmond 7020";Contego DE;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5279;Biological Solutions Ltd;"Cargill Place
4
Nelson, Richmond 7020";Contego NPK;Soil & Plant Nutrition;Microorganisms;31.07.2023
5279;Biological Solutions Ltd;"Cargill Place
4
Nelson, Richmond 7020";Contego PC;Soil & Plant Nutrition;Microorganisms;31.07.2023
5279;Biological Solutions Ltd;"Cargill Place
4
Nelson, Richmond 7020";Contego PE;Facility Management;Cleaning;31.07.2023
5279;Biological Solutions Ltd;"Cargill Place
4
Nelson, Richmond 7020";Contego ST;Crop Management;Pesticide;31.07.2023
5279;Biological Solutions Ltd;"Cargill Place
4
Nelson, Richmond 7020";Contego TR;Soil & Plant Nutrition;Microorganisms;31.07.2023
5279;Biological Solutions Ltd;"Cargill Place
4
Nelson, Richmond 7020";Contego Turf powder/liquid;Crop Management;Pesticide;31.07.2023
5279;Biological Solutions Ltd;"Cargill Place
4
Nelson, Richmond 7020";Contego VAM;Soil & Plant Nutrition;Microorganisms;31.07.2023
4841;Osflo Fertiliser Ltd;"Mountain Road
1319
Inglewood, Inglewood 4389";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5115;Mainland Minerals Southern Ltd;"Stratford Street
3
Gore 9710";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5029;Flynn Holdings Ltd;"Claverley Road
450
Parnassus 7384";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4969;Fernhill Limeworks Ltd;"Cooney Road
55
Winton 9782";Copper sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";Copper Sulphate;Livestock Feed / Supplement;;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";Copper Sulphate;Soil & Plant Nutrition;;31.07.2023
5936;Zenith Ltd;"Bristol Street
270
Inglewood, Inglewood 4330";Copper Sulphate;Soil & Plant Nutrition;;31.07.2023
4993;Livestock Supplies NZ Ltd;"Oreti Street
6
Gore 9710";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";Copper Sulphate;Soil & Plant Nutrition;;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";Copper Sulphate;Livestock Feed / Supplement;;31.07.2023
5113;Soil Health Ltd;"District Road
50
Invercargill, Kennington 9871";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5622;Total Fert Ltd;"Finlayson Road
150
Kopuku, Maramarua 2471";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5480;Parker Lime Co Ltd;"Gibbons Road
270
Kaiwaka 0573";Copper Sulphate;Livestock Feed / Supplement;;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5480;Parker Lime Co Ltd;"Gibbons Road
270
Kaiwaka 0573";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Copper Sulphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4038;BioAg Ltd;"Dunlop Road
68
Napier, Onekawa 4110";Copper Sulphate Pentahydrate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4038;BioAg Ltd;"Dunlop Road
68
Napier, Onekawa 4110";Copper Sulphate Pentahydrate;Livestock Feed / Supplement;Supplement;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Corn Salad Vit (Code - 3192);Seeds and Planting Stock;;30.09.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";"Coryne 30c, 200c
";Livestock Treatment;Homeopathic Preparation;31.07.2023
5640;Sumil Chemical Industries Pvt. Ltd;"G.I.D.C
230/231/232
Gujarat, Panoli";Cosamil 80WG;Crop Management;Pesticide;31.07.2023
5436;Sulphur Mills Ltd;"Plot No. 230/231/232
Panoli, Panoli 394116";Cosavet DF;Crop Management;Fungicide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Cosavet DF;Crop Management;Fungicide;31.07.2023
5529;QMAG Pty Ltd;"Boundary Road
246
Rockhampton 4702";Country Mile Dusting / Ravensdown 75;Livestock Feed / Supplement;;31.07.2023
5529;QMAG Pty Ltd;"Boundary Road
246
Rockhampton 4702";Country Mile Magplus;Livestock Feed / Supplement;;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";CPT nosode 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Cress Moss Curled (Code - 4114 Component);Seeds and Planting Stock;;30.09.2023
